sample_id,旧版orig_gen_clip,旧版orig_gen_vclip,新版orig_gen_clip,新版orig_gen_xclip,新旧版本二者取最小orig_gen_clip,新旧版本二者取最小orig_gen_xclip,纯SVD的clip,纯SVD的xclip,纯FI的clip,纯FI的xclip,SVD+FI的clip,SVD+FI的xclip,SVD+FI的clip（门控）,SVD+FI的xclip（门控）,渐进SVD clip,渐进SVD xclip,自适应渐进式SVD clip,自适应渐进式SVD xclip,差值clip,差值xclip,,,,,,,,,
85,0.89727,0.457267,0.917720914,0.49899295,0.89727,0.457267,,,,,0.9201,0.5575,0.9191,0.4214,0.916523099,0.553114414,0.916523099,0.553114414,0.019253099,0.095847414,,,,,,,,,
873,0.88898,0.653022,0.897379994,0.575757861,0.88898,0.575757861,,,,,,,,,0.882305205,0.674138665,0.882305205,0.674138665,-0.006674795,0.098380804,,,,,,,,,
468,0.909106,0.668128,0.932092905,0.832157254,0.909106,0.668128,,,,,,,,,0.869489372,0.766726792,0.869489372,0.766726792,-0.039616628,0.098598792,,,,,,,,,
704,0.824598,0.797073,0.897834003,0.903032899,0.824598,0.797073,,,,,,,,,0.889172196,0.897493482,0.898185611,0.895827055,0.073587611,0.098754055,,,,,,,,,
7,0.867449,0.747274,0.877567232,0.75826925,0.867449,0.747274,,,,,0.9399,0.8459,0.9448,0.8494,0.903624892,0.610505342,0.944771111,0.849387586,0.077322111,0.102113586,,,,,,,,,
113,0.855348,0.524113,0.827608705,0.421421707,0.827608705,0.421421707,,,,,,,,,0.862701297,0.525501728,0.862701297,0.525501728,0.035092592,0.104080021,,,,,,,,,
867,0.824989,0.487497,0.846272707,0.677772105,0.824989,0.487497,,,,,,,,,0.87118268,0.565467834,0.848713815,0.593861699,0.023724815,0.106364699,,,,,,,,,
663,0.814237,0.716603,0.904069483,0.826050043,0.814237,0.716603,,,,,,,,,0.903938591,0.822973073,0.903938591,0.822973073,0.089701591,0.106370073,,,,,,,,,
283,0.916354,0.896365,0.912881911,0.7666412,0.912881911,0.7666412,,,,,,,,,0.921742797,0.874003053,0.921742797,0.874003053,0.008860886,0.107361853,,,,,,,,,
278,0.789786,0.525934,0.902791619,0.589202404,0.789786,0.525934,,,,,,,,,0.91148001,0.633974552,0.91148001,0.633974552,0.12169401,0.108040552,,,,,,,,,
858,0.860824,0.862819,0.854782701,0.695098758,0.854782701,0.695098758,,,,,,,,,0.851541758,0.803147316,0.851541758,0.803147316,-0.003240943,0.108048558,,,,,,,,,
491,0.880829,0.530993,0.929859042,0.764603853,0.880829,0.530993,,,,,,,,,0.94179666,0.736911833,0.949511528,0.64260298,0.068682528,0.11160998,,,,,,,,,
70,0.803512,0.577646,0.793348908,0.734220564,0.793348908,0.577646,,,,,0.777,0.6303,0.7862,0.6714,0.77171874,0.691066325,0.77171874,0.691066325,-0.021630168,0.113420325,,,,,,,,,
81,0.888415,0.782586,0.85939765,0.880677581,0.85939765,0.782586,,,,,0.8752,0.867,0.8912,0.898,0.883788109,0.790333867,0.891186714,0.897954285,0.031789064,0.115368285,,,,,,,,,
17,0.858123,0.752383,0.888535619,0.845127225,0.858123,0.752383,,,,,0.8893,0.8608,0.8863,0.856,0.91348964,0.868205488,0.91348964,0.868205488,0.05536664,0.115822488,,,,,,,,,
679,0.921761,0.838585,0.854552329,0.915871859,0.854552329,0.838585,,,,,,,,,0.936500311,0.942001641,0.937967777,0.955667794,0.083415448,0.117082794,,,,,,,,,
146,0.866468,0.792524,0.905796766,0.88695991,0.866468,0.792524,,,,,,,,,0.933471918,0.909862161,0.933471918,0.909862161,0.067003918,0.117338161,,,,,,,,,
857,0.821546,0.617336,0.848169625,0.704489231,0.821546,0.617336,,,,,,,,,0.85194397,0.736827374,0.85194397,0.736827374,0.03039797,0.119491374,,,,,,,,,
657,0.852394,0.631113,0.875294983,0.570129931,0.852394,0.570129931,,,,,,,,,0.900137961,0.692221522,0.900137961,0.692221522,0.047743961,0.122091591,,,,,,,,,
73,0.854741,0.753466,0.844415069,0.566875696,0.844415069,0.566875696,,,,,0.8836,0.604,0.8918,0.6362,0.892400265,0.690212846,0.892400265,0.690212846,0.047985196,0.12333715,,,,,,,,,
591,0.799665,0.577359,0.939403594,0.797338009,0.799665,0.577359,,,,,,,,,0.929212332,0.747364163,0.898175657,0.701870501,0.098510657,0.124511501,,,,,,,,,
647,0.82108,0.803483,0.930684328,0.92263782,0.82108,0.803483,,,,,,,,,0.928488672,0.93230927,0.928488672,0.93230927,0.107408672,0.12882627,,,,,,,,,
344,0.919432,0.708281,0.929987133,0.711365044,0.919432,0.708281,,,,,,,,,0.925542593,0.83796221,0.925542593,0.83796221,0.006110593,0.12968121,,,,,,,,,
707,0.870746,0.676589,0.953764677,0.798655987,0.870746,0.676589,,,,,,,,,0.909774065,0.806779265,0.909774065,0.806779265,0.039028065,0.130190265,,,,,,,,,
853,0.880817,0.684314,0.890600741,0.715755165,0.880817,0.684314,,,,,,,,,0.920596719,0.81864357,0.920596719,0.81864357,0.039779719,0.13432957,,,,,,,,,
852,0.89708,0.850833,0.85656476,0.786348641,0.85656476,0.786348641,,,,,,,,,0.918800652,0.906637669,0.936607003,0.925799131,0.080042243,0.13945049,,,,,,,,,
792,0.887138,0.706688,0.838845611,0.631790042,0.838845611,0.631790042,,,,,,,,,0.85209012,0.771321893,0.85209012,0.771321893,0.013244509,0.139531851,,,,,,,,,
280,0.800347,0.597419,0.815498114,0.707736611,0.800347,0.597419,,,,,,,,,0.849954665,0.737265646,0.849954665,0.737265646,0.049607665,0.139846646,,,,,,,,,
466,0.891256,0.510242,0.858717322,0.478441417,0.858717322,0.478441417,,,,,,,,,0.922750056,0.618790329,0.922750056,0.618790329,0.064032734,0.140348912,,,,,,,,,
661,0.790462,0.776877,0.893556714,0.918361664,0.790462,0.776877,,,,,,,,,0.9473418,0.918706596,0.9473418,0.918706596,0.1568798,0.141829596,,,,,,,,,
353,0.884105,0.657248,0.888707697,0.70561111,0.884105,0.657248,,,,,,,,,0.896347404,0.742565036,0.8974756,0.799458861,0.0133706,0.142210861,,,,,,,,,
409,0.893772,0.628724,0.83812201,0.464478821,0.83812201,0.464478821,,,,,,,,,0.883044839,0.607336998,0.883044839,0.607336998,0.044922829,0.142858177,,,,,,,,,
735,0.886939,0.640576,0.854773939,0.533619583,0.854773939,0.533619583,,,,,,,,,0.942484736,0.700559378,0.944347382,0.683885396,0.089573443,0.150265813,,,,,,,,,
569,0.779929,0.502301,0.80379653,0.520231962,0.779929,0.502301,,,,,,,,,0.830957532,0.654380202,0.830957532,0.654380202,0.051028532,0.152079202,,,,,,,,,
294,0.865348,0.591209,0.884672403,0.704243839,0.865348,0.591209,,,,,,,,,0.910873413,0.709826171,0.925159693,0.749129891,0.059811693,0.157920891,,,,,,,,,
627,0.788911,0.67953,0.689194977,0.423526227,0.689194977,0.423526227,,,,,,,,,0.815325022,0.724040806,0.780639887,0.581924498,0.09144491,0.158398271,,,,,,,,,
850,0.906329,0.807039,0.799651861,0.749199092,0.799651861,0.749199092,,,,,,,,,0.905943334,0.90895921,0.905943334,0.90895921,0.106291473,0.159760118,,,,,,,,,
780,0.881595,0.662737,0.914980769,0.731414795,0.881595,0.662737,,,,,,,,,0.890063286,0.800492644,0.927698016,0.824189782,0.046103016,0.161452782,,,,,,,,,
629,0.785914,0.516993,0.800626934,0.473086715,0.785914,0.473086715,,,,,,,,,0.870868206,0.6375705,0.870868206,0.6375705,0.084954206,0.164483785,,,,,,,,,
800,0.823365,0.570313,0.862425208,0.799706459,0.823365,0.570313,,,,,,,,,0.862749398,0.740800619,0.862749398,0.740800619,0.039384398,0.170487619,,,,,,,,,
402,0.757335,0.478243,0.767048001,0.28916797,0.757335,0.28916797,,,,,,,,,0.803507924,0.453352392,0.807304025,0.465491235,0.049969025,0.176323265,,,,,,,,,
347,0.78195,0.52791,0.762259066,0.604142427,0.762259066,0.52791,,,,,,,,,0.792254627,0.706964254,0.792254627,0.706964254,0.029995561,0.179054254,,,,,,,,,
862,0.813844,0.569754,0.857030034,0.750348926,0.813844,0.569754,,,,,,,,,0.864393711,0.751774073,0.864393711,0.751774073,0.050549711,0.182020073,,,,,,,,,
111,0.870252,0.572134,0.922749937,0.800531626,0.870252,0.572134,,,,,0.9223,0.7606,0.919,0.7576,0.950290203,0.806077719,0.919009089,0.757630348,0.048757089,0.185496348,,,,,,,,,
419,0.898082,0.696303,0.924026728,0.513717651,0.898082,0.513717651,,,,,,,,,0.903746843,0.700392187,0.903746843,0.700392187,0.005664843,0.186674536,,,,,,,,,
879,0.859476,0.71733,0.758700669,0.832907259,0.758700669,0.71733,,,,,,,,,0.829490602,0.905193329,0.829490602,0.905193329,0.070789933,0.187863329,,,,,,,,,
74,0.941304,0.440586,0.941897869,0.657477498,0.941304,0.440586,,,,,0.9131,0.3506,0.9482,0.6309,0.948180854,0.630901814,0.948180854,0.630901814,0.006876854,0.190315814,,,,,,,,,
556,0.776929,0.541209,0.809697628,0.610589921,0.776929,0.541209,,,,,,,,,0.868823528,0.739408374,0.868823528,0.739408374,0.091894528,0.198199374,,,,,,,,,
674,0.913457,0.75269,0.949499905,0.903169513,0.913457,0.75269,,,,,,,,,0.93591702,0.952960789,0.93591702,0.952960789,0.02246002,0.200270789,,,,,,,,,
406,0.88692,0.712607,0.865301132,0.4641819,0.865301132,0.4641819,,,,,,,,,0.853355169,0.665593207,0.853355169,0.665593207,-0.011945963,0.201411307,,,,,,,,,
32,0.853583,0.700134,0.937615514,0.855521321,0.853583,0.700134,,,,,0.9427,0.9094,0.9409,0.9016,0.947109103,0.890173495,0.94094491,0.901584506,0.08736191,0.201450506,,,,,,,,,
431,0.911441,0.659697,0.90161556,0.631106257,0.90161556,0.631106257,,,,,,,,,0.893765569,0.83568728,0.893765569,0.83568728,-0.007849991,0.204581023,,,,,,,,,
33,0.761225,0.660314,0.76013273,0.698889971,0.76013273,0.660314,,,,,0.8294,0.8708,0.833,0.8678,0.884939313,0.866076171,0.884939313,0.866076171,0.124806583,0.205762171,,,,,,,,,
677,0.947541,0.702307,0.916129291,0.9077878,0.916129291,0.702307,,,,,,,,,0.913038254,0.91777122,0.913038254,0.91777122,-0.003091037,0.21546422,,,,,,,,,
244,0.73681,0.380392,0.729149342,0.297177732,0.729149342,0.297177732,,,,,,,,,0.81121856,0.363926589,0.811215222,0.51845336,0.08206588,0.221275628,,,,,,,,,
159,0.853713,0.537621,0.799607217,0.660014451,0.799607217,0.537621,,,,,,,,,0.806428671,0.784764588,0.806428671,0.784764588,0.006821454,0.247143588,,,,,,,,,
578,0.816294,0.470096,0.80887109,0.758316517,0.80887109,0.470096,,,,,,,,,0.881411791,0.723899245,0.881411791,0.723899245,0.072540701,0.253803245,,,,,,,,,
156,0.805848,0.173511,0.849528491,0.35013324,0.805848,0.173511,,,,,,,,,0.880869746,0.47861588,0.880869746,0.47861588,0.075021746,0.30510488,,,,,,,,,
120,0.844929,0.741051,0.767001271,0.419397414,0.767001271,0.419397414,,,,,,,,,0.856198549,0.796589494,0.856198549,0.796589494,0.089197278,0.37719208,,,,,,,,,
135,0.728638,0.389625,0.82697618,0.696221828,0.728638,0.389625,,,,,,,,,0.929469883,0.797739387,0.929469883,0.797739387,0.200831883,0.408114387,,,,,,,,,
